orderId,customerId,productId,quantity,unitPrice,country,orderDate
T0003175,C00052,P0090,1,171.15,UK,2024-07-23
T0003176,C00775,P0099,3,172.26,UK,2024-02-27
T0003177,C00153,P0075,3,342.99,Italy,2024-09-08
T0003178,C00255,P0185,3,337.41,Italy,2024-12-05
T0003179,C01455,P0196,1,99.89,Brazil,2024-03-07
T0003180,C01785,P0025,5,316.87,Spain,2024-05-26
T0003181,C01217,P0180,1,340.71,Spain,2024-03-16
T0003182,C01065,P0009,1,19.79,Germany,2024-04-09
T0003183,C00168,P0173,4,121.91,USA,2024-06-03
T0003184,C01270,P0134,2,186.93,France,2024-11-08
T0003185,C00310,P0177,1,143.05,USA,2024-07-30
T0003186,C01090,P0096,4,322.54,USA,2024-01-14
T0003187,C00249,P0045,2,59.89,Israel,2024-01-17
T0003188,C01315,P0129,1,31.53,Italy,2024-01-20
T0003189,C01779,P0134,1,200.62,Japan,2024-02-26
T0003190,C01210,P0115,1,385.47,Spain,2024-01-30
T0003191,C00000,P0180,3,396.13,Brazil,2024-01-24
T0003192,C01340,P0136,5,147.8,Japan,2024-10-08
T0003193,C00849,P0078,2,363.37,France,2024-06-29
T0003194,C00038,P0048,4,302.81,Germany,2024-12-28
T0003195,C00788,P0070,3,21.64,USA,2024-05-18
T0003196,C01193,P0145,2,298.23,Brazil,2024-04-08
T0003197,C00544,P0180,5,411.07,France,2024-11-29
T0003198,C01303,P0136,4,139.34,France,2024-02-17
T0003199,C00962,P0193,5,189.11,Canada,2024-10-08
T0003200,C01701,P0103,3,384.91,USA,2024-07-19
T0003201,C00055,P0084,2,254.87,Japan,2024-05-13
T0003202,C00952,P0087,5,128.17,Canada,2024-03-29
T0003203,C00493,P0142,2,60.06,Japan,2024-04-25
T0003204,C00555,P0165,1,409.45,Japan,2024-06-04
T0003205,C00190,P0015,3,139.71,Spain,2024-08-08
T0003206,C00651,P0190,5,400.03,France,2024-12-23
T0003207,C01813,P0103,3,354.39,France,2024-07-07
T0003208,C00003,P0099,5,171.9,Germany,2024-06-13
T0003209,C00378,P0140,3,243.19,Israel,2024-12-31
T0003210,C00020,P0136,1,157.46,Brazil,2024-01-26
T0003211,C00391,P0084,2,233.03,UK,2024-11-05
T0003212,C00509,P0001,5,260.29,Canada,2024-03-11
T0003213,C00714,P0057,5,103.03,Italy,2024-12-09
T0003214,C01543,P0075,3,325.1,Canada,2024-06-26
T0003215,C01639,P0071,4,90.13,Brazil,2024-11-15
T0003216,C01100,P0075,1,375.06,UK,2024-01-30
T0003217,C00320,P0099,2,192.56,Germany,2024-02-23
T0003218,C01727,P0101,4,432.61,Italy,2024-04-08
T0003219,C01274,P0077,5,66.04,USA,2024-10-31
T0003220,C00038,P0017,5,263.79,Germany,2024-11-19
T0003221,C00513,P0062,5,178.12,Italy,2024-12-16
T0003222,C00496,P0100,4,129.27,Spain,2024-03-19
T0003223,C00150,P0140,5,235.4,Brazil,2024-06-23
T0003224,C00459,P0134,3,211.14,Brazil,2024-03-13
T0003225,C01729,P0057,2,108.23,Israel,2024-01-19
T0003226,C01999,P0156,3,257.68,UK,2024-11-14
T0003227,C00062,P0152,5,337.27,Spain,2024-06-19
T0003228,C00275,P0198,4,369.03,UK,2024-08-20
T0003229,C01897,P0031,1,412.03,Israel,2024-01-12
T0003230,C01088,P0054,2,255.66,Israel,2024-07-19
T0003231,C00633,P0059,5,342.35,Brazil,2024-05-20
T0003232,C00508,P0028,5,433.97,France,2024-05-22
T0003233,C00907,P0067,5,239.01,Japan,2024-12-03
T0003234,C01951,P0053,5,257.32,Spain,2024-04-08
T0003235,C01155,P0129,2,37.39,Italy,2024-07-08
T0003236,C00052,P0060,2,380.91,Israel,2024-09-02
T0003237,C01448,P0194,5,380.13,France,2024-12-18
T0003238,C01746,P0166,2,314.69,Spain,2024-12-25
T0003239,C00678,P0103,1,337.03,USA,2024-04-02
T0003240,C00323,P0064,4,135.1,Canada,2024-08-06
T0003241,C00095,P0113,5,362.2,Spain,2024-10-03
T0003242,C00702,P0190,3,383.62,USA,2024-09-25
T0003243,C00842,P0101,2,416.68,USA,2024-11-18
T0003244,C00139,P0134,4,205.86,Japan,2024-08-18
T0003245,C00281,P0194,1,434.34,Germany,2024-03-03
T0003246,C00040,P0190,4,400.73,Italy,2024-05-10
T0003247,C01675,P0172,4,116.05,Spain,2024-03-15
T0003248,C01955,P0113,5,387.94,Italy,2024-12-13
T0003249,C01251,P0054,2,222.83,Israel,2024-05-06
T0003250,C00127,P0194,4,365.61,Israel,2024-10-29
T0003251,C01019,P0019,1,234.74,USA,2024-08-29
T0003252,C00146,P0113,3,386.12,Spain,2024-11-05
T0003253,C01788,P0005,5,106.07,Israel,2024-08-09
T0003254,C01095,P0101,4,456.67,Israel,2024-01-04
T0003255,C00584,P0145,1,296.57,Germany,2024-12-06
T0003256,C01881,P0096,1,333.01,Italy,2024-09-16
T0003257,C00704,P0190,1,401.5,Germany,2024-07-13
T0003258,C00665,P0038,4,20.92,Germany,2024-09-22
T0003259,C00479,P0134,3,211.36,Spain,2024-01-27
T0003260,C01572,P0076,4,264.81,France,2024-06-27
T0003261,C00261,P0075,3,352.57,UK,2024-05-21
T0003262,C01944,P0163,4,68.71,Brazil,2024-03-12
T0003263,C01522,P0117,4,163.65,UK,2024-10-01
T0003264,C00609,P0054,2,234.76,Japan,2024-02-01
T0003265,C01940,P0057,2,105.39,France,2024-12-10
T0003266,C00229,P0059,5,326.2,Japan,2024-12-17
T0003267,C00853,P0180,1,373.9,Germany,2024-10-21
T0003268,C01488,P0046,3,326.32,Germany,2024-08-20
T0003269,C01642,P0048,4,337.9,Germany,2024-03-28
T0003270,C00663,P0101,4,483.86,Spain,2024-10-02
T0003271,C00639,P0129,5,31.6,Japan,2024-06-01
T0003272,C00093,P0044,1,317.07,Brazil,2024-05-21
T0003273,C01999,P0070,4,19.07,UK,2024-05-09
T0003274,C01157,P0185,4,343.32,France,2024-03-30
T0003275,C01328,P0163,4,62.08,France,2024-03-12
T0003276,C01148,P0028,3,476.77,Israel,2024-03-20
T0003277,C00439,P0129,3,33.93,Japan,2024-05-18
T0003278,C01605,P0180,2,330.51,USA,2024-09-21
T0003279,C00910,P0185,1,365.19,France,2024-08-31
T0003280,C00900,P0197,2,216.1,Brazil,2024-11-03
T0003281,C00200,P0081,3,109.66,UK,2024-01-25
T0003282,C01674,P0164,2,279.63,USA,2024-09-30
T0003283,C01189,P0144,2,133.3,Israel,2024-08-25
T0003284,C01102,P0088,5,85.04,Canada,2024-01-10
T0003285,C01979,P0134,4,188.62,UK,2024-12-28
T0003286,C01160,P0054,4,242.77,Spain,2024-04-26
T0003287,C01214,P0071,3,83.88,France,2024-06-10
T0003288,C00686,P0117,4,166.09,Italy,2024-06-22
T0003289,C00087,P0119,2,121.6,Italy,2024-02-14
T0003290,C01818,P0129,2,38.79,Canada,2024-02-28
T0003291,C00719,P0054,5,215.75,Israel,2024-09-10
T0003292,C01570,P0194,4,415.59,Japan,2024-10-11
T0003293,C00474,P0117,4,177.48,USA,2024-03-27
T0003294,C00744,P0017,4,257.48,UK,2024-01-01
T0003295,C00420,P0075,5,326.52,Israel,2024-08-06
T0003296,C01259,P0180,4,330.53,Spain,2024-05-01
T0003297,C00618,P0065,2,280.73,USA,2024-11-11
T0003298,C00418,P0077,3,71.19,Brazil,2024-03-11
T0003299,C01629,P0075,4,317.11,UK,2024-01-11
T0003300,C01353,P0198,3,313.71,Canada,2024-03-15
T0003301,C01708,P0116,4,76.24,France,2024-08-22
T0003302,C01730,P0180,1,338.36,Japan,2024-05-22
T0003303,C01544,P0099,3,168.16,Brazil,2024-03-23
T0003304,C00507,P0075,4,366.1,Brazil,2024-05-25
T0003305,C00211,P0190,4,366.88,Japan,2024-06-03
T0003306,C00336,P0180,1,366.9,UK,2024-05-11
T0003307,C01968,P0194,2,384.89,Spain,2024-12-25
T0003308,C00310,P0076,1,304.74,France,2024-10-11
T0003309,C00299,P0030,2,136.6,Spain,2024-12-15
T0003310,C00262,P0075,1,349.55,Israel,2024-02-28
T0003311,C00919,P0091,1,58.36,Japan,2024-03-23
T0003312,C01365,P0196,5,95.5,France,2024-10-18
T0003313,C00982,P0062,5,175.59,Israel,2024-09-15
T0003314,C00023,P0013,4,128.45,Italy,2024-08-26
T0003315,C01440,P0000,4,207.5,Italy,2024-02-15
T0003316,C00593,P0177,4,122.75,USA,2024-11-15
T0003317,C01223,P0193,3,194.49,USA,2024-12-14
T0003318,C00362,P0071,5,74.71,UK,2024-03-03
T0003319,C00384,P0084,4,272.41,Germany,2024-11-28
T0003320,C00834,P0084,2,267.74,USA,2024-11-30
T0003321,C01709,P0000,1,208.83,Brazil,2024-10-06
T0003322,C00125,P0175,1,252.61,Brazil,2024-04-06
T0003323,C00278,P0090,1,176.53,Italy,2024-10-16
T0003324,C01543,P0017,4,264.29,Canada,2024-06-15
T0003325,C01747,P0071,2,82.0,France,2024-11-30
T0003326,C00103,P0136,5,160.01,Germany,2024-06-12
T0003327,C00312,P0046,5,340.43,Spain,2024-07-25
T0003328,C00081,P0022,4,147.8,France,2024-09-14
T0003329,C01654,P0048,5,317.96,UK,2024-08-18
T0003330,C00046,P0183,4,103.96,France,2024-11-18
T0003331,C01425,P0185,4,369.56,Brazil,2024-05-12
T0003332,C00342,P0019,3,192.56,Germany,2024-06-27
T0003333,C00262,P0166,2,308.51,Italy,2024-10-19
T0003334,C01274,P0180,1,371.78,Canada,2024-05-13
T0003335,C01625,P0136,4,159.23,Brazil,2024-02-21
T0003336,C01091,P0083,4,282.31,Germany,2024-10-30
T0003337,C01153,P0101,3,464.33,Israel,2024-03-21
T0003338,C01400,P0017,5,262.54,Japan,2024-03-06
T0003339,C01811,P0057,4,97.89,France,2024-04-01
T0003340,C01187,P0140,1,243.13,Brazil,2024-12-09
T0003341,C01821,P0070,3,20.2,Italy,2024-12-02
T0003342,C00898,P0032,4,404.44,Canada,2024-02-24
T0003343,C00349,P0134,1,229.2,Germany,2024-07-03
T0003344,C00415,P0076,1,251.79,France,2024-04-11
T0003345,C00837,P0028,2,460.65,Spain,2024-10-26
T0003346,C00830,P0090,1,188.17,Germany,2024-06-23
T0003347,C00996,P0180,5,387.94,Israel,2024-04-07
T0003348,C00885,P0079,3,245.76,Japan,2024-11-24
T0003349,C01222,P0125,2,125.89,Germany,2024-11-24
T0003350,C01270,P0103,5,393.52,Italy,2024-06-12
T0003351,C01989,P0129,4,34.39,UK,2024-10-28
T0003352,C00669,P0183,4,96.89,Canada,2024-01-20
T0003353,C01690,P0077,2,81.53,Spain,2024-08-25
T0003354,C00696,P0094,5,281.35,Canada,2024-10-11
T0003355,C01596,P0175,5,221.89,France,2024-05-26
T0003356,C01081,P0047,5,279.85,Israel,2024-06-15
T0003357,C01237,P0190,4,335.05,Israel,2024-08-30
T0003358,C01086,P0086,5,59.66,UK,2024-08-21
T0003359,C01463,P0002,3,414.22,UK,2024-08-30
T0003360,C00109,P0096,4,324.0,USA,2024-12-21
T0003361,C01599,P0070,3,21.05,UK,2024-07-17
T0003362,C00736,P0096,4,332.12,Canada,2024-10-12
T0003363,C01434,P0000,3,192.83,Brazil,2024-12-12
T0003364,C00206,P0024,5,471.07,Brazil,2024-02-12
T0003365,C00721,P0046,1,368.51,Japan,2024-05-03
T0003366,C01111,P0025,5,323.59,Germany,2024-12-12
T0003367,C00441,P0193,4,185.26,UK,2024-01-08
T0003368,C01695,P0028,2,423.79,Germany,2024-11-19
T0003369,C01235,P0179,5,227.95,Brazil,2024-12-24
T0003370,C00468,P0027,3,226.47,USA,2024-06-02
T0003371,C01058,P0160,2,279.7,USA,2024-10-21
T0003372,C01945,P0155,2,30.17,Canada,2024-05-31
T0003373,C01702,P0013,5,132.51,Italy,2024-10-06
T0003374,C01634,P0096,2,355.08,Spain,2024-11-12
T0003375,C01241,P0121,4,300.31,Canada,2024-08-26
T0003376,C00122,P0099,2,200.37,Italy,2024-09-04
T0003377,C00590,P0159,3,221.37,USA,2024-10-10
T0003378,C00681,P0019,1,197.47,Spain,2024-06-21
T0003379,C01048,P0013,2,118.61,Canada,2024-11-17
T0003380,C01665,P0045,3,57.44,USA,2024-04-19
T0003381,C00658,P0013,1,131.15,Israel,2024-10-04
T0003382,C01812,P0152,1,340.12,UK,2024-03-09
T0003383,C00247,P0054,3,217.39,Japan,2024-11-18
T0003384,C00632,P0136,3,152.62,Spain,2024-10-05
T0003385,C00087,P0070,3,21.05,Germany,2024-08-31
T0003386,C00628,P0019,2,224.66,Israel,2024-02-07
T0003387,C00696,P0187,3,407.57,Brazil,2024-07-10
T0003388,C01170,P0048,5,295.48,Israel,2024-08-05
T0003389,C01530,P0185,3,379.76,Italy,2024-01-11
T0003390,C01493,P0184,2,413.31,Japan,2024-05-09
T0003391,C00823,P0048,5,293.96,Spain,2024-04-01
T0003392,C00726,P0088,5,91.73,Japan,2024-11-19
T0003393,C01869,P0075,1,364.62,Germany,2024-01-17
T0003394,C01520,P0077,4,69.7,Germany,2024-08-07
T0003395,C01216,P0134,4,195.27,Canada,2024-04-06
T0003396,C00539,P0197,5,218.64,Italy,2024-12-07
T0003397,C00772,P0175,4,223.74,Spain,2024-08-09
T0003398,C00835,P0102,5,128.55,Canada,2024-03-22
T0003399,C00945,P0005,4,110.13,Japan,2024-11-09
T0003400,C01862,P0061,1,396.83,France,2024-02-03
T0003401,C01969,P0040,5,394.86,Israel,2024-09-05
T0003402,C01933,P0043,1,12.66,Germany,2024-12-12
T0003403,C01458,P0174,4,359.72,Brazil,2024-08-09
T0003404,C01250,P0096,1,334.76,Germany,2024-06-05
T0003405,C01997,P0099,5,165.33,France,2024-08-28
T0003406,C01790,P0147,5,409.45,Israel,2024-02-09
T0003407,C00339,P0096,1,390.26,Israel,2024-09-01
T0003408,C00671,P0118,3,452.27,Germany,2024-04-29
T0003409,C00712,P0103,1,342.3,Japan,2024-08-07
T0003410,C00589,P0054,2,242.32,UK,2024-11-27
T0003411,C00277,P0101,3,460.1,Italy,2024-07-26
T0003412,C01805,P0062,3,157.44,Japan,2024-08-12
T0003413,C00722,P0129,2,36.9,Brazil,2024-05-09
T0003414,C01547,P0113,5,341.68,Brazil,2024-10-13
T0003415,C01532,P0180,1,370.82,Italy,2024-03-15
T0003416,C01369,P0140,1,223.07,Italy,2024-02-24
T0003417,C00907,P0057,1,93.66,UK,2024-04-28
T0003418,C01752,P0077,5,67.59,Israel,2024-05-18
T0003419,C00595,P0129,4,37.96,UK,2024-06-13
T0003420,C01800,P0019,1,235.14,Germany,2024-06-21
T0003421,C01769,P0175,3,212.42,Italy,2024-03-12
T0003422,C00435,P0190,1,375.12,France,2024-03-24
T0003423,C01440,P0134,5,199.1,Brazil,2024-02-23
T0003424,C01796,P0156,2,225.95,USA,2024-10-30
T0003425,C00297,P0026,4,331.57,UK,2024-12-18
T0003426,C01223,P0185,2,357.58,Canada,2024-08-03
T0003427,C00555,P0003,4,330.46,USA,2024-09-18
T0003428,C01476,P0136,1,160.92,France,2024-03-28
T0003429,C01832,P0171,3,408.65,Canada,2024-08-31
T0003430,C00979,P0065,2,268.31,USA,2024-01-04
T0003431,C00889,P0128,1,353.9,Spain,2024-12-31
T0003432,C01184,P0125,4,129.19,France,2024-09-29
T0003433,C00337,P0185,1,335.57,USA,2024-06-02
T0003434,C00106,P0180,2,392.5,UK,2024-05-17
T0003435,C01838,P0065,5,247.98,Israel,2024-12-25
T0003436,C01028,P0178,2,313.52,Spain,2024-09-07
T0003437,C01034,P0048,2,330.64,UK,2024-02-29
T0003438,C01549,P0164,3,290.32,Italy,2024-10-11
T0003439,C00435,P0059,4,373.06,Brazil,2024-01-25
T0003440,C00884,P0177,3,137.95,Israel,2024-01-04
T0003441,C01355,P0057,3,114.39,Italy,2024-12-06
T0003442,C00581,P0018,5,324.75,Brazil,2024-07-05
T0003443,C00675,P0088,3,91.82,USA,2024-10-21
T0003444,C00129,P0180,3,335.98,Brazil,2024-07-27
T0003445,C00335,P0197,5,242.43,Brazil,2024-03-21
T0003446,C01283,P0048,1,297.34,France,2024-06-05
T0003447,C00301,P0127,2,476.08,Germany,2024-12-27
T0003448,C01578,P0103,2,376.83,Spain,2024-08-09
T0003449,C01150,P0119,5,132.05,Japan,2024-10-27
T0003450,C01964,P0081,1,105.47,Japan,2024-09-14
T0003451,C01877,P0103,5,385.46,Canada,2024-08-26
T0003452,C00229,P0172,4,115.19,UK,2024-05-15
T0003453,C00858,P0194,1,440.11,Japan,2024-10-05
T0003454,C00321,P0125,4,135.6,Japan,2024-07-21
T0003455,C01276,P0156,2,259.9,Canada,2024-02-18
T0003456,C01215,P0084,4,233.44,Canada,2024-10-14
T0003457,C00138,P0114,4,401.87,Canada,2024-11-05
T0003458,C01901,P0035,1,21.23,Israel,2024-08-23
T0003459,C01026,P0028,1,451.34,Japan,2024-10-07
T0003460,C00545,P0136,4,148.18,USA,2024-01-30
T0003461,C01475,P0129,5,34.35,Brazil,2024-10-05
T0003462,C00658,P0015,2,134.31,Germany,2024-11-13
T0003463,C00969,P0171,5,402.61,Spain,2024-01-02
T0003464,C01365,P0084,2,274.95,Israel,2024-09-03
T0003465,C00893,P0046,4,355.33,Brazil,2024-05-18
T0003466,C01108,P0136,1,147.36,USA,2024-04-15
T0003467,C01069,P0075,5,389.45,Japan,2024-03-06
T0003468,C00745,P0115,2,331.13,Brazil,2024-06-09
T0003469,C00054,P0163,2,66.04,Japan,2024-10-28
T0003470,C00695,P0134,3,201.08,Israel,2024-07-08
T0003471,C01200,P0154,4,48.03,Italy,2024-07-29
T0003472,C00578,P0190,2,416.72,Italy,2024-04-09
T0003473,C00959,P0011,2,386.88,France,2024-03-11
T0003474,C01798,P0177,2,123.15,Canada,2024-12-26
T0003475,C01498,P0158,5,239.29,Italy,2024-04-17
T0003476,C00901,P0009,4,22.81,Germany,2024-06-26
T0003477,C01728,P0102,4,116.19,Israel,2024-06-14
T0003478,C00486,P0014,2,256.03,Brazil,2024-05-15
T0003479,C00385,P0113,3,379.2,Spain,2024-09-19
T0003480,C01825,P0054,1,209.84,Canada,2024-05-11
T0003481,C01353,P0190,4,386.34,France,2024-03-15
T0003482,C01498,P0187,2,417.62,Italy,2024-09-26
T0003483,C00998,P0028,2,403.34,Brazil,2024-01-10
T0003484,C01200,P0086,5,52.39,Germany,2024-12-29
T0003485,C01494,P0156,4,250.84,Canada,2024-09-22
T0003486,C01286,P0156,1,225.41,Canada,2024-02-18
T0003487,C01138,P0129,4,38.0,Brazil,2024-08-28
T0003488,C01183,P0083,5,265.73,Canada,2024-08-02
T0003489,C00952,P0025,2,284.18,Italy,2024-12-16
T0003490,C01609,P0076,4,290.72,USA,2024-07-21
T0003491,C01791,P0184,2,400.3,France,2024-05-16
T0003492,C01274,P0125,3,138.46,France,2024-02-05
T0003493,C01856,P0008,3,387.7,USA,2024-03-25
T0003494,C00726,P0062,4,178.94,Spain,2024-10-06
T0003495,C00585,P0156,3,240.25,France,2024-01-27
T0003496,C00029,P0019,5,206.81,UK,2024-08-19
T0003497,C00317,P0159,4,203.57,Germany,2024-11-03
T0003498,C01027,P0179,5,234.44,Italy,2024-10-20
T0003499,C01894,P0073,4,173.16,Germany,2024-12-26
T0003500,C01240,P0097,4,229.21,France,2024-06-17
T0003501,C01991,P0070,4,20.03,Spain,2024-11-09
T0003502,C01861,P0013,4,132.43,Spain,2024-08-20
T0003503,C01571,P0019,3,226.69,Canada,2024-04-10
T0003504,C01586,P0045,3,55.39,Germany,2024-07-13
T0003505,C00477,P0042,1,115.52,UK,2024-02-24
T0003506,C01531,P0184,4,480.84,Canada,2024-11-06
T0003507,C00546,P0136,1,155.13,Brazil,2024-03-11
T0003508,C01617,P0194,5,398.51,USA,2024-03-08
T0003509,C00173,P0128,4,401.89,UK,2024-12-19
T0003510,C00361,P0167,3,304.71,Italy,2024-12-02
T0003511,C00914,P0187,4,397.33,Israel,2024-10-26
T0003512,C01512,P0021,1,161.02,Israel,2024-07-29
T0003513,C00899,P0134,4,221.11,Spain,2024-05-16
T0003514,C01384,P0084,5,241.67,Italy,2024-04-09
T0003515,C01230,P0023,5,463.78,France,2024-10-26
T0003516,C00369,P0136,2,134.46,France,2024-01-13
T0003517,C01972,P0136,4,134.33,Japan,2024-08-25
T0003518,C01451,P0019,2,210.0,Italy,2024-06-30
T0003519,C01945,P0118,4,465.28,Canada,2024-06-03
T0003520,C01260,P0117,1,180.65,USA,2024-02-12
T0003521,C01899,P0046,2,332.34,USA,2024-06-30
T0003522,C01508,P0065,2,287.2,Japan,2024-07-22
T0003523,C00280,P0101,2,404.58,Spain,2024-06-13
T0003524,C00248,P0103,1,339.3,Germany,2024-07-08
T0003525,C00404,P0180,4,374.0,Spain,2024-03-13
T0003526,C01063,P0179,3,233.81,France,2024-10-01
T0003527,C01808,P0077,3,65.89,Israel,2024-10-01
T0003528,C00032,P0008,5,351.19,Canada,2024-04-13
T0003529,C01959,P0190,2,380.73,UK,2024-02-29
T0003530,C01534,P0194,1,381.98,USA,2024-06-10
T0003531,C00018,P0103,1,337.6,Spain,2024-04-11
T0003532,C01273,P0131,5,112.46,Japan,2024-01-21
T0003533,C01640,P0136,5,143.5,UK,2024-03-28
T0003534,C00783,P0125,2,125.81,Brazil,2024-07-17
T0003535,C00565,P0122,1,236.88,Spain,2024-11-04
T0003536,C01563,P0103,2,409.06,France,2024-05-24
T0003537,C00125,P0103,4,391.36,UK,2024-01-26
T0003538,C00026,P0035,4,21.81,Israel,2024-06-25
T0003539,C00259,P0136,3,149.32,Japan,2024-12-31
T0003540,C01069,P0104,5,45.89,France,2024-07-27
T0003541,C00191,P0156,5,268.31,Japan,2024-07-04
T0003542,C01143,P0192,4,233.41,UK,2024-12-26
T0003543,C00694,P0086,3,51.21,Italy,2024-08-16
T0003544,C01733,P0046,1,354.21,UK,2024-10-17
T0003545,C01556,P0119,4,129.5,France,2024-03-04
T0003546,C00462,P0057,3,113.71,USA,2024-05-30
T0003547,C01653,P0117,3,171.43,UK,2024-04-09
T0003548,C01440,P0156,3,274.06,Italy,2024-11-06
T0003549,C01549,P0185,4,387.63,Canada,2024-11-27
T0003550,C00583,P0162,3,368.07,Brazil,2024-12-15
T0003551,C00106,P0045,1,61.39,Japan,2024-06-10
T0003552,C00622,P0103,3,382.08,Canada,2024-05-12
T0003553,C01020,P0013,3,129.11,USA,2024-01-23
T0003554,C01557,P0136,2,162.38,USA,2024-02-15
T0003555,C01830,P0180,2,332.66,Canada,2024-06-02
T0003556,C00993,P0103,1,357.22,Japan,2024-02-15
T0003557,C00601,P0177,1,143.88,UK,2024-03-06
T0003558,C01358,P0188,4,383.93,Japan,2024-12-05
T0003559,C00231,P0186,3,369.89,Germany,2024-11-28
T0003560,C00086,P0129,5,38.47,Italy,2024-10-07
T0003561,C00645,P0117,3,193.2,USA,2024-09-06
T0003562,C01134,P0163,5,65.34,Brazil,2024-07-25
T0003563,C00969,P0004,1,158.34,Israel,2024-03-11
T0003564,C01972,P0165,5,447.36,USA,2024-03-27
T0003565,C01566,P0095,5,213.0,Spain,2024-05-16
T0003566,C00956,P0010,5,420.74,Japan,2024-08-13
T0003567,C01996,P0094,3,290.23,Canada,2024-11-14
T0003568,C00244,P0163,4,68.63,Brazil,2024-03-23
T0003569,C00965,P0075,5,367.37,Canada,2024-07-12
T0003570,C01404,P0057,4,93.89,UK,2024-02-05
T0003571,C00484,P0013,5,135.49,Spain,2024-01-19
T0003572,C01825,P0054,3,257.17,USA,2024-12-16
T0003573,C01869,P0140,2,218.47,Japan,2024-05-01
T0003574,C01557,P0125,3,129.16,UK,2024-11-07
T0003575,C00662,P0025,2,283.28,USA,2024-02-04
T0003576,C01330,P0184,3,485.28,USA,2024-01-08
T0003577,C00533,P0114,5,395.15,Japan,2024-03-13
T0003578,C00213,P0084,2,226.76,Germany,2024-08-03
T0003579,C01138,P0119,1,132.76,Canada,2024-07-26
T0003580,C01669,P0156,1,227.16,Germany,2024-05-15
T0003581,C00951,P0042,1,120.35,Germany,2024-01-20
T0003582,C00163,P0129,5,34.56,USA,2024-05-26
T0003583,C01565,P0013,3,134.69,UK,2024-09-22
T0003584,C00829,P0180,4,349.2,UK,2024-09-24
T0003585,C00114,P0103,3,346.11,Brazil,2024-01-27
T0003586,C01477,P0180,5,382.28,Japan,2024-10-02
T0003587,C01329,P0099,2,182.71,Israel,2024-11-12
T0003588,C01150,P0057,2,112.09,Italy,2024-05-31
T0003589,C01094,P0159,4,197.12,Japan,2024-07-29
T0003590,C00723,P0125,3,125.05,USA,2024-08-17
T0003591,C01575,P0075,3,354.82,Japan,2024-02-08
T0003592,C01095,P0162,2,374.57,Japan,2024-06-10
T0003593,C01710,P0025,4,296.01,USA,2024-01-14
T0003594,C01146,P0154,1,49.64,France,2024-08-04
T0003595,C01587,P0128,4,398.78,USA,2024-08-23
T0003596,C00481,P0152,2,389.05,USA,2024-05-20
T0003597,C00931,P0065,2,262.73,Israel,2024-06-10
T0003598,C00325,P0054,2,247.81,Brazil,2024-11-24
T0003599,C00304,P0177,1,122.26,Germany,2024-05-16
T0003600,C01495,P0107,2,128.38,Germany,2024-08-01
T0003601,C01599,P0108,4,466.66,USA,2024-01-26
T0003602,C01880,P0089,3,156.0,Germany,2024-05-14
T0003603,C00270,P0190,2,350.06,UK,2024-06-09
T0003604,C00966,P0100,2,105.98,Japan,2024-02-01
T0003605,C00895,P0103,2,390.44,Spain,2024-09-24
T0003606,C01086,P0101,4,461.23,Spain,2024-04-18
T0003607,C00794,P0046,4,323.57,Italy,2024-05-09
T0003608,C01286,P0045,5,65.17,USA,2024-04-01
T0003609,C00125,P0058,4,252.95,Brazil,2024-03-18
T0003610,C01908,P0013,3,116.14,Spain,2024-05-23
T0003611,C01998,P0042,4,111.64,France,2024-03-26
T0003612,C01576,P0147,3,406.81,Germany,2024-11-22
T0003613,C01868,P0134,1,213.39,UK,2024-07-12
T0003614,C00295,P0113,5,345.49,Brazil,2024-06-12
T0003615,C01577,P0045,3,54.59,France,2024-01-07
T0003616,C01441,P0031,3,366.2,Canada,2024-07-12
T0003617,C01174,P0187,5,341.49,Germany,2024-07-08
T0003618,C01131,P0140,4,219.11,Israel,2024-12-27
T0003619,C00416,P0142,2,71.6,Canada,2024-12-28
T0003620,C00183,P0077,3,66.0,Japan,2024-04-21
T0003621,C01667,P0157,3,69.69,Israel,2024-01-16
T0003622,C01469,P0113,4,380.16,Germany,2024-04-23
T0003623,C01493,P0190,2,365.3,Canada,2024-02-12
T0003624,C01356,P0062,4,161.12,Spain,2024-11-11
T0003625,C00635,P0054,2,258.28,Japan,2024-11-13
T0003626,C00987,P0100,4,121.05,France,2024-01-03
T0003627,C00039,P0034,3,130.27,UK,2024-04-23
T0003628,C00904,P0134,4,197.84,Spain,2024-01-22
T0003629,C00350,P0134,5,220.49,USA,2024-02-26
T0003630,C01985,P0009,2,23.1,Italy,2024-06-25
T0003631,C00507,P0077,3,79.18,Germany,2024-11-22
T0003632,C00427,P0075,4,364.92,UK,2024-07-10
T0003633,C00034,P0073,5,161.32,UK,2024-11-05
T0003634,C01366,P0042,3,114.08,Canada,2024-02-14
T0003635,C01865,P0077,3,66.35,Spain,2024-07-04
T0003636,C00162,P0020,1,377.53,Spain,2024-03-06
T0003637,C01837,P0113,5,345.73,Spain,2024-03-25
T0003638,C01160,P0029,5,268.9,Brazil,2024-09-24
T0003639,C00570,P0076,2,269.3,USA,2024-12-21
T0003640,C01496,P0045,3,62.94,Italy,2024-03-10
T0003641,C01892,P0136,4,142.75,Japan,2024-05-17
T0003642,C01205,P0134,5,188.86,Canada,2024-09-24
T0003643,C00321,P0156,3,238.27,Japan,2024-11-08
T0003644,C01089,P0048,2,312.69,Israel,2024-08-13
